Sample	äwê∂é¿å±3TM_NaOH	
42.07	1295	386.3878064
42.08	1260	386.215163
42.09	1311	386.4667291
42.1	1304	386.4322005
42.11	1276	386.2940857
42.12	1261	386.2200957
42.13	1294	386.3828738
42.14	1273	386.2792877
42.15	1289	386.3582104
42.16	1311	386.4667291
42.17	1275	386.2891531
42.18	1305	386.4371331
42.19	1257	386.200365
42.2	1263	386.229961
42.21	1273	386.2792877
42.22	1256	386.1954323
42.23	1277	386.2990184
42.24	1260	386.215163
42.25	1325	386.5357865
42.26	1298	386.4026044
42.27	1250	386.1658363
42.28	1232	386.0770483
42.29	1234	386.0869136
42.3	1241	386.1214423
42.31	1271	386.2694224
42.32	1279	386.3088837
42.33	1317	386.4963252
42.34	1276	386.2940857
42.35	1263	386.229961
42.36	1260	386.215163
42.37	1276	386.2940857
42.38	1278	386.3039511
42.39	1294	386.3828738
42.4	1243	386.1313077
42.41	1259	386.2102304
42.42	1278	386.3039511
42.43	1230	386.067183
42.44	1280	386.3138164
42.45	1267	386.2496917
42.46	1290	386.3631431
42.47	1283	386.3286144
42.48	1337	386.5949785
42.49	1369	386.752824
42.5	1335	386.5851132
42.51	1297	386.3976718
42.52	1317	386.4963252
42.53	1291	386.3680758
42.54	1273	386.2792877
42.55	1285	386.3384798
42.56	1325	386.5357865
42.57	1326	386.5407192
42.58	1303	386.4272678
42.59	1320	386.5111232
42.6	1273	386.2792877
42.61	1266	386.244759
42.62	1229	386.0622503
42.63	1280	386.3138164
42.64	1301	386.4174025
42.65	1276	386.2940857
42.66	1263	386.229961
42.67	1296	386.3927391
42.68	1265	386.2398264
42.69	1289	386.3582104
42.7	1276	386.2940857
42.71	1315	386.4864598
42.72	1308	386.4519311
42.73	1286	386.3434124
42.74	1306	386.4420658
42.75	1294	386.3828738
42.76	1300	386.4124698
42.77	1327	386.5456519
42.78	1312	386.4716618
42.79	1253	386.1806343
42.8	1236	386.096779
42.81	1247	386.1510383
42.82	1303	386.4272678
42.83	1293	386.3779411
42.84	1256	386.1954323
42.85	1260	386.215163
42.86	1324	386.5308538
42.87	1327	386.5456519
42.88	1312	386.4716618
42.89	1307	386.4469985
42.9	1372	386.767622
42.91	1350	386.6591032
42.92	1310	386.4617965
42.93	1313	386.4765945
42.94	1365	386.7330933
42.95	1341	386.6147092
42.96	1375	386.78242
42.97	1347	386.6443052
42.98	1336	386.5900459
42.99	1404	386.9254674
43	1412	386.9649287
43.01	1370	386.7577566
43.02	1376	386.7873526
43.03	1369	386.752824
43.04	1389	386.8514773
43.05	1394	386.8761407
43.06	1417	386.9895921
43.07	1353	386.6739012
43.08	1418	386.9945247
43.09	1394	386.8761407
43.1	1447	387.1375721
43.11	1402	386.915602
43.12	1414	386.9747941
43.13	1401	386.9106694
43.14	1425	387.0290534
43.15	1427	387.0389188
43.16	1440	387.1030435
43.17	1440	387.1030435
43.18	1450	387.1523701
43.19	1481	387.3052829
43.2	1440	387.1030435
43.21	1453	387.1671682
43.22	1486	387.3299462
43.23	1494	387.3694076
43.24	1517	387.482859
43.25	1527	387.5321857
43.26	1497	387.3842056
43.27	1516	387.4779263
43.28	1547	387.630839
43.29	1572	387.7541558
43.3	1602	387.9021358
43.31	1669	388.2326247
43.32	1807	388.913333
43.33	1939	389.5644453
43.34	2237	391.0343807
43.35	2592	392.7854782
43.36	3154	395.5576382
43.37	3927	399.3705914
43.38	5069	405.0036995
43.39	6316	411.1547378
43.4	7370	416.353771
43.41	7570	417.3403048
43.42	6954	414.3017807
43.43	5888	409.0435555
43.44	4648	402.9270458
43.45	3768	398.586297
43.46	3171	395.6414936
43.47	2928	394.442855
43.48	3016	394.8769299
43.49	3366	396.6033641
43.5	3808	398.7836038
43.51	4284	401.1315543
43.52	4567	402.5274996
43.53	4420	401.8023973
43.54	3890	399.1880827
43.55	3152	395.5477729
43.56	2546	392.5585754
43.57	2192	390.8124106
43.58	1935	389.5447146
43.59	1769	388.7258916
43.6	1616	387.9711932
43.61	1569	387.7393578
43.62	1522	387.5075223
43.63	1494	387.3694076
43.64	1449	387.1474375
43.65	1468	387.2411582
43.66	1477	387.2855522
43.67	1435	387.0783801
43.68	1370	386.7577566
43.69	1413	386.9698614
43.7	1413	386.9698614
43.71	1391	386.8613427
43.72	1394	386.8761407
43.73	1396	386.886006
43.74	1350	386.6591032
43.75	1361	386.7133626
43.76	1381	386.812016
43.77	1343	386.6245746
43.78	1379	386.8021506
43.79	1371	386.7626893
43.8	1322	386.5209885
43.81	1320	386.5111232
43.82	1334	386.5801805
43.83	1347	386.6443052
43.84	1328	386.5505845
43.85	1332	386.5703152
43.86	1348	386.6492379
43.87	1345	386.6344399
43.88	1304	386.4322005
43.89	1325	386.5357865
43.9	1341	386.6147092
43.91	1298	386.4026044
43.92	1308	386.4519311
43.93	1355	386.6837666
43.94	1341	386.6147092
43.95	1295	386.3878064
43.96	1292	386.3730084
43.97	1308	386.4519311
43.98	1299	386.4075371
43.99	1285	386.3384798
44	1282	386.3236817
44.01	1290	386.3631431
44.02	1301	386.4174025
44.03	1286	386.3434124
44.04	1322	386.5209885
44.05	1360	386.7084299
44.06	1308	386.4519311
44.07	1304	386.4322005
44.08	1273	386.2792877
44.09	1299	386.4075371
44.1	1347	386.6443052
44.11	1332	386.5703152
44.12	1293	386.3779411
44.13	1293	386.3779411
44.14	1306	386.4420658
44.15	1283	386.3286144
44.16	1293	386.3779411
44.17	1326	386.5407192
44.18	1297	386.3976718
44.19	1277	386.2990184
44.2	1302	386.4223351
44.21	1324	386.5308538
44.22	1339	386.6048439
44.23	1307	386.4469985
44.24	1328	386.5505845
44.25	1324	386.5308538
44.26	1309	386.4568638
44.27	1366	386.7380259
44.28	1325	386.5357865
44.29	1267	386.2496917
44.3	1301	386.4174025
44.31	1343	386.6245746
44.32	1293	386.3779411
44.33	1304	386.4322005
44.34	1316	386.4913925
44.35	1304	386.4322005
44.36	1299	386.4075371
44.37	1317	386.4963252
44.38	1358	386.6985646
44.39	1314	386.4815272
44.4	1321	386.5160558
44.41	1304	386.4322005
44.42	1339	386.6048439
44.43	1371	386.7626893
44.44	1356	386.6886993
44.45	1315	386.4864598
44.46	1262	386.2250284
44.47	1275	386.2891531
44.48	1313	386.4765945
44.49	1319	386.5061905
44.5	1323	386.5259212
44.51	1322	386.5209885
44.52	1332	386.5703152
44.53	1314	386.4815272
44.54	1278	386.3039511
44.55	1293	386.3779411
44.56	1307	386.4469985
44.57	1307	386.4469985
44.58	1325	386.5357865
44.59	1289	386.3582104
44.6	1311	386.4667291
44.61	1311	386.4667291
44.62	1306	386.4420658
44.63	1304	386.4322005
44.64	1278	386.3039511
44.65	1283	386.3286144
44.66	1282	386.3236817
44.67	1301	386.4174025
44.68	1322	386.5209885
44.69	1318	386.5012578
44.7	1316	386.4913925
44.71	1284	386.3335471
44.72	1262	386.2250284
44.73	1250	386.1658363
44.74	1307	386.4469985
44.75	1333	386.5752479
44.76	1299	386.4075371
44.77	1350	386.6591032
44.78	1370	386.7577566
44.79	1354	386.6788339
44.8	1361	386.7133626
44.81	1344	386.6295072
44.82	1360	386.7084299
44.83	1310	386.4617965
44.84	1272	386.2743551
44.85	1272	386.2743551
44.86	1306	386.4420658
44.87	1306	386.4420658
44.88	1302	386.4223351
44.89	1300	386.4124698
44.9	1306	386.4420658
44.91	1299	386.4075371
44.92	1322	386.5209885
44.93	1306	386.4420658
44.94	1268	386.2546244
44.95	1291	386.3680758
44.96	1315	386.4864598
44.97	1322	386.5209885
44.98	1300	386.4124698
44.99	1296	386.3927391
45	1312	386.4716618
45.01	1309	386.4568638
45.02	1311	386.4667291
45.03	1271	386.2694224
45.04	1301	386.4174025
45.05	1316	386.4913925
45.06	1292	386.3730084
45.07	1316	386.4913925
45.08	1345	386.6344399
45.09	1339	386.6048439
45.1	1303	386.4272678
45.11	1314	386.4815272
45.12	1329	386.5555172
45.13	1335	386.5851132
45.14	1360	386.7084299
45.15	1354	386.6788339
45.16	1339	386.6048439
45.17	1341	386.6147092
45.18	1322	386.5209885
45.19	1343	386.6245746
45.2	1339	386.6048439
45.21	1314	386.4815272
45.22	1277	386.2990184
45.23	1295	386.3878064
45.24	1287	386.3483451
45.25	1315	386.4864598
45.26	1315	386.4864598
45.27	1292	386.3730084
45.28	1319	386.5061905
45.29	1339	386.6048439
45.3	1316	386.4913925
45.31	1281	386.3187491
45.32	1330	386.5604499
45.33	1355	386.6837666
45.34	1352	386.6689686
45.35	1330	386.5604499
45.36	1308	386.4519311
45.37	1297	386.3976718
45.38	1303	386.4272678
45.39	1331	386.5653825
45.4	1339	386.6048439
45.41	1319	386.5061905
45.42	1318	386.5012578
45.43	1339	386.6048439
45.44	1344	386.6295072
45.45	1328	386.5505845
45.46	1322	386.5209885
45.47	1308	386.4519311
45.48	1308	386.4519311
45.49	1349	386.6541706
45.5	1324	386.5308538
45.51	1325	386.5357865
45.52	1329	386.5555172
45.53	1342	386.6196419
45.54	1336	386.5900459
45.55	1344	386.6295072
45.56	1350	386.6591032
45.57	1325	386.5357865
45.58	1298	386.4026044
45.59	1296	386.3927391
45.6	1308	386.4519311
45.61	1330	386.5604499
45.62	1326	386.5407192
45.63	1345	386.6344399
45.64	1349	386.6541706
45.65	1332	386.5703152
45.66	1343	386.6245746
45.67	1340	386.6097766
45.68	1323	386.5259212
45.69	1318	386.5012578
45.7	1316	386.4913925
45.71	1292	386.3730084
45.72	1252	386.1757017
45.73	1256	386.1954323
45.74	1256	386.1954323
45.75	1297	386.3976718
45.76	1333	386.5752479
45.77	1325	386.5357865
45.78	1312	386.4716618
45.79	1317	386.4963252
45.8	1302	386.4223351
45.81	1311	386.4667291
45.82	1332	386.5703152
45.83	1318	386.5012578
45.84	1362	386.7182953
45.85	1375	386.78242
45.86	1319	386.5061905
45.87	1298	386.4026044
45.88	1357	386.6936319
45.89	1357	386.6936319
45.9	1357	386.6936319
45.91	1338	386.5999112
45.92	1341	386.6147092
45.93	1325	386.5357865
45.94	1333	386.5752479
45.95	1351	386.6640359
45.96	1345	386.6344399
45.97	1313	386.4765945
45.98	1303	386.4272678
45.99	1332	386.5703152
46	1358	386.6985646
46.01	1364	386.7281606
46.02	1370	386.7577566
46.03	1339	386.6048439
46.04	1295	386.3878064
46.05	1343	386.6245746
46.06	1398	386.8958714
46.07	1366	386.7380259
46.08	1335	386.5851132
46.09	1314	386.4815272
46.1	1308	386.4519311
46.11	1318	386.5012578
46.12	1338	386.5999112
46.13	1359	386.7034973
46.14	1357	386.6936319
46.15	1345	386.6344399
46.16	1341	386.6147092
46.17	1306	386.4420658
46.18	1306	386.4420658
46.19	1321	386.5160558
46.2	1338	386.5999112
46.21	1367	386.7429586
46.22	1348	386.6492379
46.23	1314	386.4815272
46.24	1338	386.5999112
46.25	1349	386.6541706
46.26	1308	386.4519311
46.27	1314	386.4815272
46.28	1369	386.752824
46.29	1345	386.6344399
46.3	1314	386.4815272
46.31	1325	386.5357865
46.32	1345	386.6344399
46.33	1348	386.6492379
46.34	1334	386.5801805
46.35	1338	386.5999112
46.36	1342	386.6196419
46.37	1355	386.6837666
46.38	1366	386.7380259
46.39	1346	386.6393726
46.4	1330	386.5604499
46.41	1338	386.5999112
46.42	1329	386.5555172
46.43	1326	386.5407192
46.44	1355	386.6837666
46.45	1363	386.7232279
46.46	1349	386.6541706
46.47	1371	386.7626893
46.48	1389	386.8514773
46.49	1355	386.6837666
46.5	1324	386.5308538
46.51	1339	386.6048439
46.52	1363	386.7232279
46.53	1345	386.6344399
46.54	1340	386.6097766
46.55	1329	386.5555172
46.56	1308	386.4519311
46.57	1328	386.5505845
46.58	1355	386.6837666
46.59	1365	386.7330933
46.6	1366	386.7380259
46.61	1334	386.5801805
46.62	1302	386.4223351
46.63	1299	386.4075371
46.64	1307	386.4469985
46.65	1316	386.4913925
46.66	1296	386.3927391
46.67	1275	386.2891531
46.68	1322	386.5209885
46.69	1358	386.6985646
46.7	1350	386.6591032
46.71	1329	386.5555172
46.72	1342	386.6196419
46.73	1361	386.7133626
46.74	1332	386.5703152
46.75	1304	386.4322005
46.76	1314	386.4815272
46.77	1340	386.6097766
46.78	1344	386.6295072
46.79	1340	386.6097766
46.8	1333	386.5752479
46.81	1321	386.5160558
46.82	1319	386.5061905
46.83	1338	386.5999112
46.84	1347	386.6443052
46.85	1325	386.5357865
46.86	1329	386.5555172
46.87	1348	386.6492379
46.88	1349	386.6541706
46.89	1342	386.6196419
46.9	1321	386.5160558
46.91	1315	386.4864598
46.92	1331	386.5653825
46.93	1360	386.7084299
46.94	1377	386.7922853
46.95	1360	386.7084299
46.96	1357	386.6936319
46.97	1362	386.7182953
46.98	1361	386.7133626
46.99	1371	386.7626893
47	1356	386.6886993
47.01	1350	386.6591032
47.02	1380	386.8070833
47.03	1394	386.8761407
47.04	1368	386.7478913
47.05	1333	386.5752479
47.06	1330	386.5604499
47.07	1341	386.6147092
47.08	1345	386.6344399
47.09	1340	386.6097766
47.1	1347	386.6443052
47.11	1359	386.7034973
47.12	1378	386.797218
47.13	1384	386.826814
47.14	1349	386.6541706
47.15	1335	386.5851132
47.16	1336	386.5900459
47.17	1333	386.5752479
47.18	1365	386.7330933
47.19	1393	386.871208
47.2	1367	386.7429586
47.21	1321	386.5160558
47.22	1311	386.4667291
47.23	1339	386.6048439
47.24	1369	386.752824
47.25	1369	386.752824
47.26	1347	386.6443052
47.27	1327	386.5456519
47.28	1340	386.6097766
47.29	1346	386.6393726
47.3	1332	386.5703152
47.31	1330	386.5604499
47.32	1319	386.5061905
47.33	1316	386.4913925
47.34	1366	386.7380259
47.35	1401	386.9106694
47.36	1378	386.797218
47.37	1351	386.6640359
47.38	1342	386.6196419
47.39	1378	386.797218
47.4	1403	386.9205347
47.41	1412	386.9649287
47.42	1414	386.9747941
47.43	1369	386.752824
47.44	1340	386.6097766
47.45	1372	386.767622
47.46	1393	386.871208
47.47	1394	386.8761407
47.48	1405	386.9304
47.49	1402	386.915602
47.5	1419	386.9994574
47.51	1481	387.3052829
47.52	1512	387.4581956
47.53	1509	387.4433976
47.54	1475	387.2756869
47.55	1417	386.9895921
47.56	1383	386.8218813
47.57	1361	386.7133626
47.58	1371	386.7626893
47.59	1415	386.9797267
47.6	1404	386.9254674
47.61	1368	386.7478913
47.62	1385	386.8317467
47.63	1406	386.9353327
47.64	1432	387.0635821
47.65	1456	387.1819662
47.66	1459	387.1967642
47.67	1448	387.1425048
47.68	1444	387.1227741
47.69	1422	387.0142554
47.7	1396	386.886006
47.71	1372	386.767622
47.72	1355	386.6837666
47.73	1336	386.5900459
47.74	1324	386.5308538
47.75	1346	386.6393726
47.76	1371	386.7626893
47.77	1356	386.6886993
47.78	1345	386.6344399
47.79	1361	386.7133626
47.8	1356	386.6886993
47.81	1362	386.7182953
47.82	1369	386.752824
47.83	1377	386.7922853
47.84	1376	386.7873526
47.85	1365	386.7330933
47.86	1357	386.6936319
47.87	1377	386.7922853
47.88	1375	386.78242
47.89	1366	386.7380259
47.9	1343	386.6245746
47.91	1348	386.6492379
47.92	1367	386.7429586
47.93	1349	386.6541706
47.94	1365	386.7330933
47.95	1391	386.8613427
47.96	1361	386.7133626
47.97	1355	386.6837666
47.98	1398	386.8958714
47.99	1386	386.8366793
48	1368	386.7478913
48.01	1369	386.752824
48.02	1357	386.6936319
48.03	1363	386.7232279
48.04	1368	386.7478913
48.05	1372	386.767622
48.06	1374	386.7774873
48.07	1359	386.7034973
48.08	1331	386.5653825
48.09	1365	386.7330933
48.1	1385	386.8317467
48.11	1376	386.7873526
48.12	1373	386.7725546
48.13	1385	386.8317467
48.14	1379	386.8021506
48.15	1381	386.812016
48.16	1410	386.9550634
48.17	1413	386.9698614
48.18	1400	386.9057367
48.19	1410	386.9550634
48.2	1377	386.7922853
48.21	1356	386.6886993
48.22	1362	386.7182953
48.23	1374	386.7774873
48.24	1401	386.9106694
48.25	1382	386.8169487
48.26	1371	386.7626893
48.27	1387	386.841612
48.28	1406	386.9353327
48.29	1386	386.8366793
48.3	1360	386.7084299
48.31	1376	386.7873526
48.32	1389	386.8514773
48.33	1405	386.9304
48.34	1414	386.9747941
48.35	1362	386.7182953
48.36	1328	386.5505845
48.37	1344	386.6295072
48.38	1385	386.8317467
48.39	1371	386.7626893
48.4	1355	386.6837666
48.41	1367	386.7429586
48.42	1374	386.7774873
48.43	1400	386.9057367
48.44	1380	386.8070833
48.45	1347	386.6443052
48.46	1362	386.7182953
48.47	1384	386.826814
48.48	1406	386.9353327
48.49	1419	386.9994574
48.5	1369	386.752824
48.51	1323	386.5259212
48.52	1331	386.5653825
48.53	1345	386.6344399
48.54	1353	386.6739012
48.55	1342	386.6196419
48.56	1339	386.6048439
48.57	1376	386.7873526
48.58	1376	386.7873526
48.59	1380	386.8070833
48.6	1365	386.7330933
48.61	1382	386.8169487
48.62	1400	386.9057367
48.63	1398	386.8958714
48.64	1395	386.8810733
48.65	1422	387.0142554
48.66	1396	386.886006
48.67	1352	386.6689686
48.68	1388	386.8465447
48.69	1398	386.8958714
48.7	1372	386.767622
48.71	1363	386.7232279
48.72	1369	386.752824
48.73	1354	386.6788339
48.74	1364	386.7281606
48.75	1359	386.7034973
48.76	1335	386.5851132
48.77	1370	386.7577566
48.78	1366	386.7380259
48.79	1356	386.6886993
48.8	1374	386.7774873
48.81	1395	386.8810733
48.82	1391	386.8613427
48.83	1373	386.7725546
48.84	1394	386.8761407
48.85	1378	386.797218
48.86	1366	386.7380259
48.87	1369	386.752824
48.88	1391	386.8613427
48.89	1400	386.9057367
48.9	1399	386.900804
48.91	1385	386.8317467
48.92	1398	386.8958714
48.93	1396	386.886006
48.94	1390	386.85641
48.95	1388	386.8465447
48.96	1367	386.7429586
48.97	1361	386.7133626
48.98	1370	386.7577566
48.99	1414	386.9747941
49	1411	386.9599961
49.01	1378	386.797218
49.02	1377	386.7922853
49.03	1392	386.8662753
49.04	1361	386.7133626
49.05	1357	386.6936319
49.06	1394	386.8761407
49.07	1402	386.915602
49.08	1370	386.7577566
49.09	1336	386.5900459
49.1	1347	386.6443052
49.11	1381	386.812016
49.12	1395	386.8810733
49.13	1400	386.9057367
49.14	1383	386.8218813
49.15	1370	386.7577566
49.16	1390	386.85641
49.17	1394	386.8761407
49.18	1360	386.7084299
49.19	1361	386.7133626
49.2	1372	386.767622
49.21	1358	386.6985646
49.22	1357	386.6936319
49.23	1396	386.886006
49.24	1422	387.0142554
49.25	1423	387.0191881
49.26	1420	387.0043901
49.27	1427	387.0389188
49.28	1395	386.8810733
49.29	1409	386.9501307
49.3	1403	386.9205347
49.31	1378	386.797218
49.32	1398	386.8958714
49.33	1396	386.886006
49.34	1393	386.871208
49.35	1421	387.0093227
49.36	1403	386.9205347
49.37	1394	386.8761407
49.38	1386	386.8366793
49.39	1378	386.797218
49.4	1352	386.6689686
49.41	1364	386.7281606
49.42	1377	386.7922853
49.43	1385	386.8317467
49.44	1362	386.7182953
49.45	1378	386.797218
49.46	1409	386.9501307
49.47	1423	387.0191881
49.48	1401	386.9106694
49.49	1359	386.7034973
49.5	1376	386.7873526
49.51	1437	387.0882454
49.52	1389	386.8514773
49.53	1378	386.797218
49.54	1458	387.1918315
49.55	1420	387.0043901
49.56	1422	387.0142554
49.57	1461	387.2066295
49.58	1472	387.2608889
49.59	1440	387.1030435
49.6	1432	387.0635821
49.61	1440	387.1030435
49.62	1411	386.9599961
49.63	1405	386.9304
49.64	1422	387.0142554
49.65	1449	387.1474375
49.66	1441	387.1079761
49.67	1433	387.0685148
49.68	1442	387.1129088
49.69	1440	387.1030435
49.7	1418	386.9945247
49.71	1487	387.3348789
49.72	1468	387.2411582
49.73	1423	387.0191881
49.74	1420	387.0043901
49.75	1401	386.9106694
49.76	1445	387.1277068
49.77	1432	387.0635821
49.78	1432	387.0635821
49.79	1445	387.1277068
49.8	1445	387.1277068
49.81	1407	386.9402654
49.82	1409	386.9501307
49.83	1444	387.1227741
49.84	1461	387.2066295
49.85	1464	387.2214275
49.86	1453	387.1671682
49.87	1406	386.9353327
49.88	1401	386.9106694
49.89	1429	387.0487841
49.9	1440	387.1030435
49.91	1385	386.8317467
49.92	1351	386.6640359
49.93	1361	386.7133626
49.94	1405	386.9304
49.95	1430	387.0537168
49.96	1383	386.8218813
49.97	1361	386.7133626
49.98	1370	386.7577566
49.99	1399	386.900804
50	1417	386.9895921
50.01	1434	387.0734474
50.02	1415	386.9797267
50.03	1411	386.9599961
50.04	1435	387.0783801
50.05	1403	386.9205347
50.06	1431	387.0586494
50.07	1441	387.1079761
50.08	1414	386.9747941
50.09	1420	387.0043901
50.1	1417	386.9895921
50.11	1384	386.826814
50.12	1386	386.8366793
50.13	1406	386.9353327
50.14	1437	387.0882454
50.15	1444	387.1227741
50.16	1418	386.9945247
50.17	1416	386.9846594
50.18	1448	387.1425048
50.19	1441	387.1079761
50.2	1439	387.0981108
50.21	1413	386.9698614
50.22	1429	387.0487841
50.23	1447	387.1375721
50.24	1405	386.9304
50.25	1400	386.9057367
50.26	1380	386.8070833
50.27	1392	386.8662753
50.28	1387	386.841612
50.29	1392	386.8662753
50.3	1408	386.945198
50.31	1404	386.9254674
50.32	1427	387.0389188
50.33	1398	386.8958714
50.34	1372	386.767622
50.35	1440	387.1030435
50.36	1386	386.8366793
50.37	1414	386.9747941
50.38	1420	387.0043901
50.39	1424	387.0241208
50.4	1448	387.1425048
50.41	1427	387.0389188
50.42	1421	387.0093227
50.43	1442	387.1129088
50.44	1422	387.0142554
50.45	1429	387.0487841
50.46	1482	387.3102156
50.47	1468	387.2411582
50.48	1435	387.0783801
50.49	1408	386.945198
50.5	1418	386.9945247
50.51	1437	387.0882454
50.52	1401	386.9106694
50.53	1375	386.78242
50.54	1412	386.9649287
50.55	1369	386.752824
50.56	1406	386.9353327
50.57	1424	387.0241208
50.58	1434	387.0734474
50.59	1417	386.9895921
50.6	1350	386.6591032
50.61	1363	386.7232279
50.62	1405	386.9304
50.63	1431	387.0586494
50.64	1417	386.9895921
50.65	1390	386.85641
50.66	1383	386.8218813
50.67	1431	387.0586494
50.68	1374	386.7774873
50.69	1384	386.826814
50.7	1367	386.7429586
50.71	1439	387.0981108
50.72	1425	387.0290534
50.73	1491	387.3546096
50.74	1463	387.2164948
50.75	1428	387.0438514
50.76	1407	386.9402654
50.77	1381	386.812016
50.78	1421	387.0093227
50.79	1403	386.9205347
50.8	1428	387.0438514
50.81	1444	387.1227741
50.82	1414	386.9747941
50.83	1373	386.7725546
50.84	1432	387.0635821
50.85	1457	387.1868988
50.86	1460	387.2016968
50.87	1454	387.1721008
50.88	1450	387.1523701
50.89	1448	387.1425048
50.9	1413	386.9698614
50.91	1445	387.1277068
50.92	1419	386.9994574
50.93	1415	386.9797267
50.94	1433	387.0685148
50.95	1510	387.4483303
50.96	1527	387.5321857
50.97	1429	387.0487841
50.98	1408	386.945198
50.99	1414	386.9747941
51	1424	387.0241208
51.01	1428	387.0438514
51.02	1434	387.0734474
51.03	1395	386.8810733
51.04	1421	387.0093227
51.05	1463	387.2164948
51.06	1432	387.0635821
51.07	1416	386.9846594
51.08	1436	387.0833128
51.09	1491	387.3546096
51.1	1475	387.2756869
51.11	1389	386.8514773
51.12	1404	386.9254674
51.13	1422	387.0142554
51.14	1410	386.9550634
51.15	1448	387.1425048
51.16	1437	387.0882454
51.17	1450	387.1523701
51.18	1444	387.1227741
51.19	1426	387.0339861
51.2	1451	387.1573028
51.21	1473	387.2658215
51.22	1450	387.1523701
51.23	1467	387.2362255
51.24	1468	387.2411582
51.25	1435	387.0783801
51.26	1418	386.9945247
51.27	1438	387.0931781
51.28	1486	387.3299462
51.29	1468	387.2411582
51.3	1445	387.1277068
51.31	1436	387.0833128
51.32	1478	387.2904849
51.33	1491	387.3546096
51.34	1449	387.1474375
51.35	1411	386.9599961
51.36	1413	386.9698614
51.37	1460	387.2016968
51.38	1472	387.2608889
51.39	1473	387.2658215
51.4	1508	387.438465
51.41	1507	387.4335323
51.42	1476	387.2806195
51.43	1492	387.3595422
51.44	1470	387.2510235
51.45	1480	387.3003502
51.46	1519	387.4927243
51.47	1511	387.453263
51.48	1462	387.2115622
51.49	1460	387.2016968
51.5	1488	387.3398116
51.51	1477	387.2855522
51.52	1456	387.1819662
51.53	1468	387.2411582
51.54	1461	387.2066295
51.55	1447	387.1375721
51.56	1434	387.0734474
51.57	1464	387.2214275
51.58	1417	386.9895921
51.59	1491	387.3546096
51.6	1450	387.1523701
51.61	1465	387.2263602
51.62	1486	387.3299462
51.63	1472	387.2608889
51.64	1432	387.0635821
51.65	1424	387.0241208
51.66	1449	387.1474375
51.67	1461	387.2066295
51.68	1465	387.2263602
51.69	1430	387.0537168
51.7	1446	387.1326395
51.71	1460	387.2016968
51.72	1463	387.2164948
51.73	1460	387.2016968
51.74	1502	387.4088689
51.75	1484	387.3200809
51.76	1417	386.9895921
51.77	1433	387.0685148
51.78	1458	387.1918315
51.79	1469	387.2460909
51.8	1445	387.1277068
51.81	1485	387.3250136
51.82	1469	387.2460909
51.83	1490	387.3496769
51.84	1474	387.2707542
51.85	1452	387.1622355
51.86	1416	386.9846594
51.87	1454	387.1721008
51.88	1468	387.2411582
51.89	1423	387.0191881
51.9	1436	387.0833128
51.91	1469	387.2460909
51.92	1483	387.3151482
51.93	1446	387.1326395
51.94	1443	387.1178415
51.95	1440	387.1030435
51.96	1471	387.2559562
51.97	1503	387.4138016
51.98	1506	387.4285996
51.99	1484	387.3200809
52	1452	387.1622355
52.01	1467	387.2362255
52.02	1464	387.2214275
52.03	1401	386.9106694
52.04	1452	387.1622355
52.05	1460	387.2016968
52.06	1428	387.0438514
52.07	1458	387.1918315
52.08	1435	387.0783801
52.09	1421	387.0093227
52.1	1423	387.0191881
52.11	1455	387.1770335
52.12	1493	387.3644749
52.13	1455	387.1770335
52.14	1448	387.1425048
52.15	1450	387.1523701
52.16	1429	387.0487841
52.17	1426	387.0339861
52.18	1465	387.2263602
52.19	1484	387.3200809
52.2	1465	387.2263602
52.21	1422	387.0142554
52.22	1445	387.1277068
52.23	1482	387.3102156
52.24	1487	387.3348789
52.25	1478	387.2904849
52.26	1455	387.1770335
52.27	1422	387.0142554
52.28	1441	387.1079761
52.29	1496	387.3792729
52.3	1468	387.2411582
52.31	1440	387.1030435
52.32	1463	387.2164948
52.33	1450	387.1523701
52.34	1435	387.0783801
52.35	1448	387.1425048
52.36	1486	387.3299462
52.37	1529	387.542051
52.38	1541	387.601243
52.39	1512	387.4581956
52.4	1471	387.2559562
52.41	1444	387.1227741
52.42	1465	387.2263602
52.43	1447	387.1375721
52.44	1488	387.3398116
52.45	1462	387.2115622
52.46	1435	387.0783801
52.47	1437	387.0882454
52.48	1489	387.3447442
52.49	1478	387.2904849
52.5	1491	387.3546096
52.51	1490	387.3496769
52.52	1483	387.3151482
52.53	1459	387.1967642
52.54	1433	387.0685148
52.55	1435	387.0783801
52.56	1443	387.1178415
52.57	1481	387.3052829
52.58	1482	387.3102156
52.59	1449	387.1474375
52.6	1478	387.2904849
52.61	1504	387.4187343
52.62	1483	387.3151482
52.63	1463	387.2164948
52.64	1464	387.2214275
52.65	1481	387.3052829
52.66	1491	387.3546096
52.67	1503	387.4138016
52.68	1464	387.2214275
52.69	1412	386.9649287
52.7	1474	387.2707542
52.71	1471	387.2559562
52.72	1473	387.2658215
52.73	1459	387.1967642
52.74	1469	387.2460909
52.75	1521	387.5025897
52.76	1500	387.3990036
52.77	1439	387.0981108
52.78	1445	387.1277068
52.79	1459	387.1967642
52.8	1449	387.1474375
52.81	1447	387.1375721
52.82	1483	387.3151482
52.83	1445	387.1277068
52.84	1434	387.0734474
52.85	1463	387.2164948
52.86	1494	387.3694076
52.87	1498	387.3891383
52.88	1488	387.3398116
52.89	1488	387.3398116
